#,NACE,Sector,Activity number,Activity ,Objective,SCC/DNSH,Attributes,Values
890,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM,SCC,Transport activity,Fossil fuel related transport
891,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM,DNSH,Climate Adaptation,Appendix A
892,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM/CCA,DNSH,Circular Economy,"Reusability threshold (%) based on vehicle category N1, N2 and N3"
893,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
894,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM/CCA,DNSH,Pollution prevention,Vechicle compliant to Euro VI heavy duty emission type-approval
895,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM/CCA,DNSH,Pollution prevention,Regulatory compliance of category M / N vehicles
896,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM/CCA,DNSH,Pollution prevention,Verification by European Product Registry for Energy Labelling (EPREL) of Category M / N vehicles
897,"H49.41, H53.10, H53.20, N77.13",Transport,6.6,Freight transport services by road ,CCA,SCC,Climate Adaptation Generic,Generic Values
898,"H49.41, H53.10, H53.20, N77.14",Transport,6.6,Freight transport services by road ,CCA,DNSH,Climate Mitigation,Fossil fuel related transport
899,"H49.41, H53.10, H53.20, N77.15",Transport,6.6,Freight transport services by road ,CCA,DNSH,Climate Mitigation,Category N2 and N3 specific CO2 emissions are equal or lower than reference CO2 emissions as per Article 3
900, H50.30,Transport,6.7,Inland passenger water transport,CCM,SCC,GHG Emissions,Product zero direct (tailpipe) CO2 emissions
901, H50.30,Transport,6.7,Inland passenger water transport,CCM,SCC,Energy source,Product energy from minimum 50% zero direct CO2 emission fuels or plug-in power
902, H50.30,Transport,6.7,Inland passenger water transport,CCM,DNSH,Climate Adaptation,Appendix A
903, H50.30,Transport,6.7,Inland passenger water transport,CCM/CCA,DNSH,Water,Appendix B
904, H50.30,Transport,6.7,Inland passenger water transport,CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
905, H50.30,Transport,6.7,Inland passenger water transport,CCM/CCA,DNSH,Circular Economy,Waste management measures for battery-operated vessles covering reuse and recycling
906, H50.30,Transport,6.7,Inland passenger water transport,CCM/CCA,DNSH,Pollution prevention,Emission limit compliance of engines
907, H50.30,Transport,6.7,Inland passenger water transport,CCA,SCC,Climate Adaptation Generic,Generic Values
908,H50.4.0,Transport,6.8,Inland freight water transport,CCM,SCC,GHG Emissions,Product zero direct (tailpipe) CO2 emissions
909,H50.4.0,Transport,6.8,Inland freight water transport,CCM,SCC,Vessel efficiency ,Emissions (gCO2/tkm) calculated using the Energy Efficiency Operational Indicator as per Article 11.
910,H50.4.0,Transport,6.8,Inland freight water transport,CCM,SCC,Transport Activities,Fossil fuel related transport
911,H50.4.0,Transport,6.8,Inland freight water transport,CCM,DNSH,Climate Adaptation,Appendix A
912,H50.4.0,Transport,6.8,Inland freight water transport,CCM/CCA,DNSH,Water,Appendix B
913,H50.4.0,Transport,6.8,Inland freight water transport,CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
914,H50.4.0,Transport,6.8,Inland freight water transport,CCM/CCA,DNSH,Circular Economy,Waste management measures for battery-operated vessles covering reuse and recycling
915,H50.4.0,Transport,6.8,Inland freight water transport,CCM/CCA,DNSH,Pollution prevention,Emission limit compliance of engines
916,H50.4.0,Transport,6.8,Inland freight water transport,CCA,SCC,Climate Adaptation Generic,Generic Values
917,H50.4.0,Transport,6.8,Inland freight water transport,CCA,DNSH,Climate Mitigation,Fossil fuel related transport
918,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM,SCC,Fuel consumption,Minimum 10% fuel consumption reduction by retrofitting activity through comparative calculation
919,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM,SCC,Transport Activities,Fossil fuel related transport
920,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM,DNSH,Climate Adaptation,Appendix A
921,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM/CCA,DNSH,Water,Appendix B
922,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
923,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM/CCA,DNSH,Circular Economy,Waste management measures including of hazardous materials
924,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCM/CCA,DNSH,Pollution prevention,Emission limit compliance of engines
925,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCA,SCC,Climate Adaptation Generic,Generic Values
926,"H50.4, H50.30 and C33.15",Transport,6.9,Retrofitting of inland water passenger and freight transport,CCA,DNSH,Climate Mitigation,Fossil fuel related transport
927,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,SCC,GHG Emissions,Product zero direct (tailpipe) CO2 emissions
928,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,SCC,Energy source,Minimum 25 % of product energy from zero direct CO2 emission fuels or plug-in power
929,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,SCC,GHG Emissions calculation,Coast and short sea products emissions calculated via International Maritime Organization (IMO) Energy Efficiency Design Index (EEDI)
930,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,SCC,GHG Emissions EEDI calculation,Energy Efficiency Design Index (EEDI) value 10 % below the EEDI requirements applicable on 1 April 2022
931,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,SCC,Transport Activities,Fossil fuel related transport
932,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,DNSH,Climate Adaptation,Appendix A
933,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Water,Appendix B
934,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
935,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Circular Economy,Waste management measures for battery-operated vessles covering reuse and recycling
936,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Circular Economy,Inventory of  hazardous materials compliance
937,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Circular Economy,Activity compliance to protect marine environment against waste discharges from ships
938,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Circular Economy,Operations in accordance with Annex V to International Convention for the Prevention of Pollution
939,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Pollution prevention,Sulphur levels in fuel content and emission control area (ECA)
940,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Pollution prevention,Regulatory compliance regarding nitrogen oxides (NOx) emission 
941,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Pollution prevention,Discharges of black and grey water 
942,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Biodiversity,Contamination prevention to protect underwater life
943,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Biodiversity,Protection of underwater life via biofouling
944,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Biodiversity,Protection of underwater life against noise and vibrations 
945,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM/CCA,DNSH,Biodiversity,The activity does not hamper the achievement of good environmental status
946,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCA,SCC,Climate Adaptation Generic,Generic Values
947,"H50.2, H52.22 and N77.34",Transport,6.10,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCA,DNSH,Climate Mitigation,Fossil fuel related transport
948,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM,SCC,Year,Before or after 31/12/2025 
949,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM,SCC,GHG Emissions,Product zero direct (tailpipe) CO2 emissions
950,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM,SCC,Energy source,Minimum 25 % of product energy from zero direct CO2 emission fuels or plug-in power
951,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM,SCC,GHG Emissions EEDI calculation,Energy Efficiency Design Index (EEDI) value 10 % below the EEDI requirements applicable on 1 April 2022
952,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM,DNSH,Climate Adaptation,Appendix A
953,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Water,Appendix B
954,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
955,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Waste management measures for battery-operated vessles covering reuse and recycling
956,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Inventory of hazardous materials compliance
957,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Recycling facilities included on the European List
958,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Activity compliance with marine environment regulation
959,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Operations in accordance with Annex V to the IMO MARPOL Convention
960,"H50.10, N77.21, N77.34",Transport,6.11,Sea and coastal passenger water transport,CCM/CCA,DNSH,Circular Economy,Sustainable and environmental waste management
